"Gender","Age","WorkType","Position","V1","V2r","V3","V4","V5","V6","V7","SDS1r","SDaw2","SDS3r","SDaw4","SDS5r","SDaw6","SDS7r","SDaw8","SDS9r","SDaw10","MF1","MF2","MF3","MF4","MF5","MF6","MF7","MF8","MF9","MF10","MF11","MF12","MF13","MF14","MF15","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","mach1","mach2","mach3","mach4","mach5","mach6","mach7","mach8","mach9","narc1","narc2","narc3","narc4","narc5","narc6","narc7","narc8","narc9","psy1","psy2","psy3","psy4","psy5","psy6","psy7","psy8","psy9","Energia","Uvedomovanie","Agentnost","Sustredenost","Smerovanie","Tlak","Vazby","Zdatnost","Pochybnosti","Izolacia","Zdroje","Bariery","Presadzovanie","Potreba_uznania","Indiferentnost","AgeCLASS1","AgeCLASS2","AgeCLASS3","weight1","weight2","weight3","ZGender","ZAge","ZWorkType","ZPosition","ZVitality","ZSelf_Awareness","ZChoice_Perception","ZMindfulness","ZS_Autonomy","ZF_Autonomy","ZS_Relatedness","ZS_Competency","ZF_Competency","ZF_Relatedness","ZNeeds_satisfaction","ZNeeds_frustration","ZMachiavellianism","ZNarcissism","ZPsychopathy"
0,35,1,1,2,2,1,7,7,6,7,3,5,3,5,5,5,5,5,5,5,5,5,5,5,6,2,3,5,5,6,6,6,6,6,6,5,4,5,1,4,1,5,1,5,1,5,1,5,4,5,1,5,1,5,2,5,1,5,1,1,3,3,3,2,1,2,2,5,4,3,1,2,5,4,1,1,1,1,4,1,1,1,1,5,1,2,4.57142857142857,5,4.2,5.13333333333333,5,2.75,5,4.75,1,1,4.91666666666667,1.58333333333333,2.44444444444444,2.44444444444444,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,1.70343960404871,1.47100939725204,-0.205594323491879,1.01175427036704,0.591493537286377,1.25421500233764,1.37912125910915,0.250463343072014,1.2767475004928,0.691056876606663,-1.20516173281097,-0.910567135862648,1.33554184634936,-0.746771684659861,-0.569551506288981,-0.418244652914541,-0.159771864683853
0,35,1,1,6,6,5,6,7,6,6,5,5,5,5,5,5,5,4,5,5,3,6,6,5,2,6,6,5,5,6,5,6,6,6,6,1,4,3,2,5,2,5,2,5,1,5,2,5,1,5,1,5,1,5,2,4,1,5,1,2,4,5,3,1,1,3,1,4,4,3,4,4,3,3,2,4,2,1,5,1,1,1,3,1,1,2,6,4.8,5,5.26666666666667,4,2.25,4.25,5,1.5,1.25,4.41666666666667,1.66666666666667,2.66666666666667,3.22222222222222,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.133016788592939,1.70343960404871,1.47100939725204,1.02377581493916,0.741152717452809,1.41923135901728,1.42362147724137,0.0917217245206013,-0.288147735974587,0.263876514091025,1.00992249053698,-0.682419486010652,-0.60513362606556,0.552522814872891,-0.634679418468602,-0.269949008366771,0.68719321194078,-0.324317229718539
1,35,0,1,5,3,7,4,3,4,4,2,4,3,2,5,4,3,4,3,5,3,5,4,2,2,2,2,5,4,5,1,3,5,3,1,3,1,3,2,3,2,4,2,5,1,3,1,4,4,4,1,4,3,4,5,4,3,4,2,5,1,4,3,5,1,2,2,1,3,1,1,1,3,1,2,1,5,1,2,1,1,1,2,4,1,1,4.28571428571429,3.8,3.2,3.13333333333333,3.75,3,4,3.5,2,1.75,3.75,2.25,2.66666666666667,2,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,1.47100939725204,-0.451468351178087,-0.61185504711836,-0.443178739877249,-1.28688212121841,-0.230128159126536,0.519768882595314,-0.0737471480429018,-0.903271193044936,-0.159677239210338,0.005733393528615,-0.491502560429063,0.149966444870216,-0.269949008366771,-1.04992343283187,-0.653407959787912
0,38,0,1,6,5,3,5,4,3,3,4,5,4,5,2,5,4,5,4,5,5,3,5,5,5,3,5,5,5,5,3,6,6,5,6,4,2,3,2,4,2,4,2,4,1,4,4,4,2,4,1,4,3,3,2,3,2,4,2,5,5,4,3,3,4,5,4,3,2,2,3,2,4,5,1,2,4,2,2,2,1,2,2,2,1,1,4.14285714285714,5,3.6,4.8,3.75,2,3.5,4,2.75,1.5,3.75,2.08333333333333,4,2.77777777777778,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.493886409497852,-0.586045735337861,1.47100939725204,-0.57440536502119,1.01175427036704,-0.0293098290117988,0.830698815078295,-0.230128159126536,-0.557453275497888,-0.748994472310755,-0.265539965184297,0.624436130990133,-0.299700116268473,-0.491502560429063,-0.074218087512303,1.52766597916649,0.0555144320234535,-0.488862594753225
1,36,0,0,5,3,3,7,6,3,3,4,5,4,5,4,5,3,5,4,5,3,6,5,4,4,2,5,4,3,5,5,6,5,4,6,5,2,4,1,4,2,5,2,5,1,5,2,5,1,5,1,4,2,3,2,5,1,4,2,5,4,4,2,2,1,4,4,5,3,3,4,1,1,2,1,1,5,3,4,1,2,2,3,2,1,1,4.28571428571429,5,3.8,4.46666666666667,4.5,1.75,4.75,4.25,2,1,4.5,1.58333333333333,3.44444444444444,2.33333333333333,2.11111111111111,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,-0.586045735337861,-0.678645233146201,-0.451468351178087,1.01175427036704,0.177624626420926,0.407182627818955,0.735421491814876,-0.826758815021189,0.939123838358878,0.0533256487460231,-0.159677239210338,-0.910567135862648,0.683025986785635,-0.746771684659861,0.778659734360964,-0.576164347893873,0.16931886538552
0,38,1,0,6,7,7,7,7,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,2,2,1,5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,1,5,1,5,1,5,4,4,1,5,1,5,2,5,1,5,1,2,2,4,4,1,1,4,1,2,4,5,2,4,5,5,1,2,4,1,4,1,1,2,2,1,5,2,6.28571428571429,5,4.6,4.26666666666667,5,2,4.75,5,1,1,4.91666666666667,1.33333333333333,2.33333333333333,3.55555555555556,2.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.493886409497852,1.70343960404871,-0.678645233146201,1.26964984262537,1.01175427036704,1.00536244815183,0.15307291546335,1.37912125910915,-0.557453275497888,0.939123838358878,1.00992249053698,-1.20516173281097,-0.910567135862648,1.33554184634936,-1.08304848323364,-0.719352755250086,1.16095229687877,0.16931886538552
0,38,0,1,7,7,4,4,6,4,4,3,3,3,3,3,3,3,3,4,2,3,6,3,5,5,1,3,2,3,3,3,6,3,3,6,4,2,3,2,3,2,4,3,3,2,4,2,3,2,3,1,4,2,4,4,4,1,4,2,5,4,4,4,1,1,4,3,3,4,5,2,2,4,5,1,4,4,2,2,1,1,2,3,1,1,2,5.14285714285714,2.8,3.2,3.66666666666667,3.75,2.75,3.25,3.75,2,1.5,3.58333333333333,2.08333333333333,3.22222222222222,3.44444444444444,1.66666666666667,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.493886409497852,-0.586045735337861,1.47100939725204,0.286153731880537,-1.96486281168953,-0.443178739877249,-0.609256221603462,-0.230128159126536,0.250463343072014,-1.08661813444468,-0.584405579114617,-0.159677239210338,-0.299700116268473,-0.752508904254551,-0.074218087512303,0.479057236438754,1.00303260189944,-0.488862594753225
1,60,1,0,4,3,7,5,1,4,6,5,1,5,1,1,5,5,1,5,3,3,3,6,6,6,1,1,3,6,3,6,6,1,6,1,5,5,3,1,5,3,3,1,5,3,5,1,1,5,5,1,5,3,5,5,5,1,3,1,5,1,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4.28571428571429,2.2,4.2,3.86666666666667,3.5,4,4.5,4.5,2,1.5,4.16666666666667,2.5,2.33333333333333,1.44444444444444,1,NA,NA,3,NA,NA,2.7,0.929926776408983,3.14026362946722,1.70343960404871,-0.678645233146201,-0.451468351178087,-2.77666747043223,0.591493537286377,-0.355146509247858,-0.551978042773673,1.59699104068852,0.601500176224951,0.372191262676343,-0.159677239210338,-0.299700116268473,0.161013299134659,0.486243243443995,-0.719352755250086,-1.83952190772853,-1.47613478496134
0,36,0,0,6,3,3,5,6,2,5,2,5,5,4,4,4,5,4,4,5,5,6,5,6,6,3,5,5,4,3,5,6,6,6,6,5,1,4,1,5,1,4,1,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,1,5,2,1,2,2,2,4,2,1,2,1,2,2,4,4,1,5,4,1,2,2,1,1,1,1,1,1,4.28571428571429,4.4,4,5.13333333333333,4.75,1,4.75,5,1,1.25,4.83333333333333,1.08333333333333,2.33333333333333,2.77777777777778,1.22222222222222,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.25330666222791,-0.586045735337861,-0.678645233146201,-0.451468351178087,0.199949611624342,0.384559081853652,1.25421500233764,1.05727137546201,-1.63467543359109,0.939123838358878,1.00992249053698,-1.20516173281097,-0.60513362606556,1.20503867443661,-1.41932528180742,-0.719352755250086,0.0555144320234535,-1.14704405489197
0,30,0,0,6,6,4,6,5,5,5,3,4,3,4,4,2,4,5,4,5,3,5,5,5,3,2,5,5,4,4,3,4,3,3,6,4,4,4,1,4,2,4,2,5,1,4,2,4,5,5,1,4,2,4,2,4,1,4,2,4,4,3,2,4,3,3,2,4,3,3,3,1,4,4,1,4,2,2,2,1,1,3,2,1,1,1,5.28571428571429,4,3.6,4,4,3.25,4.5,4,2,1,4.16666666666667,2.08333333333333,3.22222222222222,2.77777777777778,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.468432579581917,-0.586045735337861,-0.678645233146201,0.40909074572364,-0.341253494204126,-0.0293098290117988,-0.185740034344122,0.0917217245206013,0.789074422118615,0.601500176224951,-0.265539965184297,-0.159677239210338,-0.910567135862648,0.161013299134659,-0.074218087512303,0.479057236438754,0.0555144320234535,-0.653407959787912
0,28,0,0,4,6,3,6,3,6,4,5,5,5,4,2,5,4,5,5,5,3,5,5,3,6,2,3,4,5,4,1,6,2,3,2,4,4,1,4,4,2,4,4,5,2,4,1,4,5,4,2,5,3,4,4,2,5,4,4,2,4,3,5,1,1,5,4,3,2,3,2,3,1,2,2,1,5,2,1,1,2,1,1,1,1,4,4.57142857142857,4.8,4.2,3.6,4,4.25,3,4.25,2.5,3.25,3.75,3.33333333333333,3.11111111111111,2.33333333333333,1.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.709012326851859,-0.586045735337861,-0.678645233146201,-0.205594323491879,0.741152717452809,0.591493537286377,-0.69395945905533,0.0917217245206013,1.86629658021182,-1.42424179657861,0.0533256487460231,0.363065007589976,1.83833445231114,-0.491502560429063,1.60716590535659,0.329255987477649,-0.576164347893873,-0.653407959787912
1,61,1,0,7,7,4,7,7,6,6,5,5,5,5,5,5,5,5,5,5,1,6,6,6,6,6,4,6,6,6,4,6,4,6,6,3,5,3,5,5,1,5,5,5,4,5,1,5,1,5,1,3,1,5,1,5,5,5,5,5,1,3,5,1,1,5,5,4,3,1,5,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,6.28571428571429,5,5,5.26666666666667,4.5,3,4.5,4.5,2,3.75,4.5,2.91666666666667,3.33333333333333,2.55555555555556,1,NA,NA,3,NA,NA,2.7,0.929926776408983,3.26055350310219,1.70343960404871,-0.678645233146201,1.26964984262537,1.01175427036704,1.41923135901728,1.42362147724137,0.735421491814876,0.519768882595314,0.601500176224951,0.372191262676343,-0.159677239210338,2.44920147190532,0.683025986785635,1.04670457440029,0.628858485399859,-0.26032495793521,-1.47613478496134
0,36,0,1,6,2,4,5,6,5,6,3,4,4,5,4,2,3,5,5,5,3,5,1,3,2,4,5,5,4,6,4,6,5,5,6,4,1,5,1,4,2,4,1,5,1,5,2,3,1,5,1,5,1,4,1,5,1,5,1,3,1,2,2,3,1,3,4,4,4,3,1,1,3,3,1,3,2,1,3,1,3,1,1,1,4,1,4.85714285714286,4.2,3.8,4.26666666666667,3.75,1,5,4.75,1.5,1,4.5,1.16666666666667,2.55555555555556,2.33333333333333,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.25330666222791,-0.586045735337861,1.47100939725204,0.0402797041943286,-0.0706519412898917,0.177624626420926,0.15307291546335,-0.230128159126536,-1.63467543359109,1.2767475004928,0.691056876606663,-0.682419486010652,-0.910567135862648,0.683025986785635,-1.30723301561616,-0.419750257327877,-0.576164347893873,-0.324317229718539
1,35,0,0,6,3,3,5,5,3,3,4,2,4,1,3,5,3,3,4,3,2,6,3,3,4,1,3,4,4,4,3,3,2,3,3,4,4,4,4,2,4,4,2,2,2,4,1,5,4,2,1,4,4,4,2,3,4,4,1,4,4,2,3,2,1,4,5,4,2,2,4,2,2,1,4,4,4,2,4,1,1,1,1,1,2,2,4,2.8,3.6,3.2,4.25,3,2.75,3.5,2.5,2.75,3.5,2.75,3.22222222222222,2.77777777777778,1.66666666666667,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,-0.678645233146201,-0.697342378864294,-1.96486281168953,-0.0293098290117988,-1.20217888376654,0.413571608167739,0.519768882595314,-1.76186545871253,-0.903271193044936,0.363065007589976,1.22746743271697,-0.883012076167295,0.822520042017774,0.479057236438754,0.0555144320234535,-0.488862594753225
1,26,0,0,2,2,4,2,2,1,2,2,5,2,4,1,4,4,5,4,5,2,5,1,1,4,1,1,2,2,1,1,5,1,1,4,3,4,2,4,5,4,2,3,3,3,4,5,4,4,4,3,3,4,2,4,3,4,2,4,5,3,5,4,4,1,5,4,4,3,4,3,3,4,2,1,1,5,1,3,2,4,2,2,1,3,4,2.14285714285714,4.6,2.6,2.13333333333333,2.75,3.75,3,3.5,4.25,3.5,3.08333333333333,3.83333333333333,3.88888888888889,2.88888888888889,2.44444444444444,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.949592074121802,-0.586045735337861,-0.678645233146201,-2.29552355882464,0.470551164538575,-1.06398210617542,-2.55743068299643,-1.51752769371509,1.32768550116522,-1.42424179657861,-0.903271193044936,2.19266287139108,2.14376796210823,-1.53552793573102,2.27971950250415,1.37786473020538,0.213434127002785,0.662954960489579
0,24,0,0,5,6,7,6,5,6,6,4,5,5,5,5,5,5,5,5,5,4,6,6,5,2,4,6,6,5,6,5,5,1,6,6,5,1,2,4,5,1,5,1,3,3,5,1,5,1,3,2,5,2,5,2,5,5,5,1,5,5,5,4,5,3,1,4,5,5,5,5,3,5,5,4,1,3,3,1,3,1,5,5,1,1,3,5.85714285714286,5,4.8,4.86666666666667,5,1.25,3.25,5,1.25,3.5,4.41666666666667,2,4.11111111111111,4,2.55555555555556,1,NA,NA,0.46,NA,NA,-1.07351841100155,-1.19017182139174,-0.586045735337861,-0.678645233146201,0.900838801096056,1.01175427036704,1.21229690358455,0.915402052530162,1.37912125910915,-1.36536989406779,-1.08661813444468,1.00992249053698,-0.943790609410809,2.14376796210823,0.552522814872891,-0.186310353703563,1.67746722812759,1.7926310767961,0.827500325524265
1,37,1,0,6,6,7,7,7,3,5,4,5,4,5,5,5,5,4,5,5,3,5,6,5,5,2,4,6,6,6,4,3,4,6,4,5,1,5,2,4,1,4,1,5,1,5,2,4,3,5,1,5,1,5,1,5,1,5,2,3,3,2,3,1,1,3,2,4,4,2,1,3,2,3,2,5,4,1,4,1,2,1,1,2,1,1,5.85714285714286,4.8,4.6,4.6,4.5,1.5,5,4.75,1.5,1.25,4.75,1.41666666666667,2.44444444444444,2.88888888888889,1.55555555555556,NA,2,NA,NA,0.4,NA,0.929926776408983,0.373596535862881,1.70343960404871,-0.678645233146201,0.900838801096056,0.741152717452809,1.00536244815183,0.57658910272269,0.735421491814876,-1.09606435454449,1.2767475004928,0.691056876606663,-0.682419486010652,-0.60513362606556,1.07453550252387,-0.970956217042381,-0.569551506288981,0.213434127002785,-0.653407959787912
0,32,1,1,6,6,6,6,7,4,6,2,5,3,4,5,5,4,5,3,5,3,6,6,1,1,1,6,6,3,6,6,5,5,5,3,3,2,4,1,5,1,5,2,4,1,4,1,5,1,4,1,5,1,4,1,4,2,5,1,5,4,4,5,2,1,4,2,3,2,3,2,1,4,3,1,2,4,1,5,1,1,3,4,1,3,4,5.85714285714286,4.8,3.4,4.2,4.25,1.5,4,4.75,1,1.25,4.33333333333333,1.25,3.33333333333333,2.44444444444444,2.55555555555556,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.227852832311975,1.70343960404871,1.47100939725204,0.900838801096056,0.741152717452809,-0.236244284444524,0.0683696780114825,0.413571608167739,-1.09606435454449,-0.0737471480429018,0.691056876606663,-1.20516173281097,-0.60513362606556,0.422019642960146,-1.1951407494249,0.628858485399859,-0.418244652914541,0.827500325524265
0,27,0,0,6,2,3,6,7,5,5,4,5,4,5,4,5,4,5,4,4,3,5,5,5,3,3,5,4,4,4,4,6,5,4,5,4,3,4,2,5,1,3,3,4,1,5,1,3,4,4,1,5,2,3,3,4,1,4,1,3,4,3,5,2,1,2,3,4,4,4,1,3,4,4,2,4,1,1,3,2,1,2,3,1,1,2,4.85714285714286,4.8,4,4.33333333333333,3.25,3.25,4,4.75,1.25,1.25,4,1.91666666666667,3,3,1.77777777777778,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.82930220048683,-0.586045735337861,-0.678645233146201,0.0402797041943286,0.741152717452809,0.384559081853652,0.237776152915218,-0.873827926420811,0.789074422118615,-0.0737471480429018,0.691056876606663,-0.943790609410809,-0.60513362606556,-0.0999930446908302,-0.298402619894822,0.179454738516544,0.371353821982117,-0.324317229718539
0,31,0,0,1,2,1,2,1,2,2,2,2,4,4,4,5,2,4,3,4,5,6,2,2,5,4,5,5,4,5,5,4,2,5,1,2,3,4,1,4,4,4,3,5,1,3,5,5,5,4,1,4,5,2,4,4,2,2,5,4,1,1,2,4,1,2,2,5,1,1,1,2,3,2,2,2,2,1,2,1,4,1,1,1,1,1,1.57142857142857,3.8,3,4,3.25,3.75,4.25,3.25,4.75,1.25,3.58333333333333,3.25,2.44444444444444,1.77777777777778,1.44444444444444,NA,2,NA,NA,0.4,NA,-1.07351841100155,-0.348142705946946,-0.586045735337861,-0.678645233146201,-2.78727161419706,-0.61185504711836,-0.650113195309975,-0.185740034344122,-0.873827926420811,1.32768550116522,0.263876514091025,-1.22213680697526,2.71540511819139,-0.60513362606556,-0.752508904254551,1.49507363916533,-0.569551506288981,-1.36576282279053,-0.817953324822598
0,22,0,0,5,5,4,6,7,3,5,2,4,5,4,5,5,5,5,5,5,2,6,3,1,1,1,1,5,2,2,1,3,1,1,2,4,2,4,3,5,2,5,2,3,4,4,4,3,2,4,4,5,2,4,1,4,2,4,3,4,2,4,5,4,1,5,5,4,4,4,3,2,5,5,5,1,1,1,3,1,1,4,3,4,1,3,5,4.6,4.4,2.13333333333333,4,1.75,3.75,4.5,2.75,3.25,4.08333333333333,2.58333333333333,3.77777777777778,3.33333333333333,2.33333333333333,1,NA,NA,0.46,NA,NA,-1.07351841100155,-1.43075156866169,-0.586045735337861,-0.678645233146201,0.163216718037433,0.470551164538575,0.798427992719102,-2.55743068299643,0.0917217245206013,-0.826758815021189,-0.411370810176828,0.372191262676343,0.624436130990133,1.83833445231114,0.0305101272219135,0.598335509635255,1.22806348124428,0.845112906920112,0.498409595454893
0,34,1,1,6,6,7,6,6,4,4,2,4,4,4,5,5,5,3,4,5,5,4,6,4,5,4,6,6,4,6,4,5,2,6,2,4,2,4,3,5,2,3,2,5,2,4,2,3,2,4,2,5,2,5,2,4,2,4,2,4,2,3,2,4,1,2,3,4,3,4,2,2,3,4,2,3,5,2,4,1,3,4,2,1,1,1,5.57142857142857,4.2,4,4.6,3.75,2,4.25,4.5,2,2.25,4.16666666666667,2.08333333333333,2.77777777777778,3.11111111111111,2.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,1.70343960404871,1.47100939725204,0.654964773409848,-0.0706519412898917,0.384559081853652,0.57658910272269,-0.230128159126536,-0.557453275497888,0.263876514091025,0.372191262676343,-0.159677239210338,0.61660041312279,0.161013299134659,-0.074218087512303,-0.120147759405666,0.529273516961449,0.16931886538552
1,35,0,0,4,4,7,4,6,4,5,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,4,3,2,3,3,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,1,3,3,3,3,3,3,3,1,1,3,3,3,2,1,1,3,2,2,1,2,4,4,1,1,1,4.85714285714286,3,2.6,2.86666666666667,3,3.5,3.5,3,3,2.75,3.16666666666667,3.08333333333333,2.77777777777778,2,2,NA,2,NA,NA,0.4,NA,0.929926776408983,0.133016788592939,-0.586045735337861,-0.678645233146201,0.0402797041943286,-1.69426125877529,-1.06398210617542,-1.62569507102588,-1.19567781006795,1.05837996164192,-0.748994472310755,-1.54100242090558,0.88580725439029,1.22746743271697,-1.40502476381827,1.27088910678281,-0.120147759405666,-1.04992343283187,0.00477350035083362
1,36,1,0,4,2,2,3,2,2,2,4,5,3,2,4,5,4,5,4,5,3,2,2,1,5,1,2,5,3,5,3,6,5,4,3,2,3,4,4,4,3,4,3,4,2,5,1,3,2,4,1,4,2,5,3,3,2,5,1,3,1,1,2,1,1,2,4,3,3,3,2,3,3,1,5,3,5,1,1,1,1,1,1,1,1,1,2.42857142857143,4.4,3.8,3.33333333333333,3.5,2.75,3.75,4.5,1.75,2.25,3.91666666666667,2.25,2,3.11111111111111,1,NA,2,NA,NA,0.4,NA,0.929926776408983,0.25330666222791,1.70343960404871,-0.678645233146201,-2.04964953113844,0.199949611624342,0.177624626420926,-1.0327724088628,-0.551978042773673,0.250463343072014,-0.411370810176828,0.372191262676343,-0.421048362610495,0.61660041312279,-0.230496216603575,0.149966444870216,-1.1687565021334,0.529273516961449,-1.47613478496134
0,34,0,0,5,6,6,7,6,6,6,5,1,5,1,5,5,5,5,5,5,5,5,6,5,4,1,4,5,6,4,4,3,3,4,6,5,1,4,1,4,1,5,1,5,1,5,2,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3,3,3,3,3,3,4,4,3,3,3,5,5,1,1,3,3,1,1,1,1,3,3,1,3,6,3.4,5,4.33333333333333,5,1,4.75,4.75,1.25,1,4.83333333333333,1.08333333333333,3.33333333333333,3.11111111111111,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,-0.678645233146201,1.02377581493916,-1.15305815294683,1.41923135901728,0.237776152915218,1.37912125910915,-1.63467543359109,0.939123838358878,0.691056876606663,-0.943790609410809,-0.910567135862648,1.20503867443661,-1.41932528180742,0.628858485399859,0.529273516961449,-0.159771864683853
1,38,0,0,6,6,6,6,5,4,5,2,2,2,4,2,5,2,5,2,2,5,3,3,2,3,6,5,4,5,5,2,6,3,5,5,4,3,5,1,4,2,4,4,5,1,4,3,4,5,4,1,4,4,3,4,4,2,4,1,5,4,3,4,4,1,4,4,4,4,4,4,2,4,2,1,3,4,1,4,2,2,1,2,1,1,2,5.42857142857143,3.6,2,4.13333333333333,3.75,4,4.5,4,2.5,1.25,4.08333333333333,2.58333333333333,3.66666666666667,3.11111111111111,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,0.493886409497852,-0.586045735337861,-0.678645233146201,0.532027759566745,-0.882456600032593,-1.6847854724736,-0.0163335594403852,-0.230128159126536,1.59699104068852,0.601500176224951,-0.265539965184297,0.363065007589976,-0.60513362606556,0.0305101272219135,0.598335509635255,1.07826223228317,0.529273516961449,-0.324317229718539
0,34,1,1,6,6,5,6,5,5,7,2,5,4,5,5,4,2,5,4,5,4,6,6,6,5,3,4,4,5,5,4,4,3,5,6,4,1,2,2,4,1,4,2,2,4,5,2,5,3,3,1,5,1,4,3,4,3,5,1,4,4,4,5,3,2,2,2,4,4,4,4,4,4,4,1,4,3,1,2,1,1,2,2,1,5,2,5.71428571428571,4.8,3.4,4.66666666666667,4.25,2.25,2.75,4.75,1.25,2.5,3.91666666666667,2,3.33333333333333,3.55555555555556,1.88888888888889,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,1.70343960404871,1.47100939725204,0.777901787252952,0.741152717452809,-0.236244284444524,0.661292340174559,0.413571608167739,-0.288147735974587,-1.76186545871253,0.691056876606663,-0.943790609410809,0.922033922919878,-0.230496216603575,-0.186310353703563,0.628858485399859,1.16095229687877,-0.159771864683853
1,25,0,0,5,7,3,6,6,6,4,4,5,3,5,5,5,3,5,4,5,5,6,6,6,5,5,5,6,6,6,6,6,5,6,6,5,2,4,1,5,1,5,2,5,1,5,1,5,2,5,1,5,1,5,1,3,1,5,1,5,1,1,5,3,2,5,5,4,3,4,1,1,1,3,5,1,5,3,2,1,1,2,5,1,1,1,5.28571428571429,5,3.8,5.66666666666667,5,1.75,4.25,5,1,1,4.75,1.25,3.44444444444444,2.66666666666667,1.88888888888889,NA,2,NA,NA,0.4,NA,0.929926776408983,-1.06988194775677,-0.586045735337861,-0.678645233146201,0.40909074572364,1.01175427036704,0.177624626420926,1.93184090195258,1.37912125910915,-0.826758815021189,0.263876514091025,1.00992249053698,-1.20516173281097,-0.910567135862648,1.07453550252387,-1.1951407494249,0.778659734360964,-0.102405262955878,-0.159771864683853
0,34,0,0,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,6,6,6,6,1,5,2,5,6,5,5,6,6,6,6,5,1,5,1,5,1,5,1,4,1,4,1,5,1,2,1,5,1,5,1,5,1,5,1,5,5,5,1,4,5,5,5,5,5,5,5,4,5,5,3,5,5,3,5,4,1,3,3,1,3,5,6.71428571428571,5,5,5.13333333333333,5,1,4,4.75,1,1,4.58333333333333,1,4.44444444444444,4.66666666666667,3.11111111111111,NA,2,NA,NA,0.4,NA,-1.07351841100155,0.0127269149579675,-0.586045735337861,-0.678645233146201,1.63846088415468,1.01175427036704,1.41923135901728,1.25421500233764,1.37912125910915,-1.63467543359109,-0.0737471480429018,0.691056876606663,-1.20516173281097,-0.910567135862648,0.813529158698379,-1.53141754799868,2.12687097501091,2.74014924667209,1.6502271506977
1,29,1,0,7,7,7,7,7,5,6,5,5,5,5,5,5,5,5,5,5,6,6,6,1,1,1,5,5,4,3,6,6,1,5,6,5,2,5,1,5,1,1,1,5,1,5,1,5,3,5,1,1,1,5,1,5,1,5,1,3,3,5,5,2,2,4,4,4,5,5,4,5,5,5,5,5,5,1,1,1,1,2,5,1,1,3,6.57142857142857,5,5,4.13333333333333,4,1.75,5,4,1,1,4.33333333333333,1.25,3.55555555555556,4.88888888888889,1.77777777777778,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.588722453216888,1.70343960404871,-0.678645233146201,1.51552387031157,1.01175427036704,1.41923135901728,-0.0163335594403852,0.0917217245206013,-0.826758815021189,1.2767475004928,-0.265539965184297,-1.20516173281097,-0.910567135862648,0.422019642960146,-1.1951407494249,0.928460983322069,3.05598863663076,-0.324317229718539
1,29,1,0,6,6,6,6,6,5,5,4,5,4,4,5,5,4,5,5,5,5,5,4,2,4,3,5,3,4,5,2,5,2,3,1,5,1,5,2,5,1,4,2,5,1,5,2,4,4,5,1,5,2,5,1,5,1,5,2,2,2,2,2,2,1,3,1,4,3,4,2,4,4,4,3,5,2,1,2,2,1,1,1,2,1,1,5.71428571428571,4.8,4.4,3.53333333333333,4.5,2,5,5,1.75,1.25,4.83333333333333,1.66666666666667,2.11111111111111,3.44444444444444,1.33333333333333,NA,2,NA,NA,0.4,NA,0.929926776408983,-0.588722453216888,1.70343960404871,-0.678645233146201,0.777901787252952,0.741152717452809,0.798427992719102,-0.778662696507198,0.735421491814876,-0.557453275497888,1.2767475004928,1.00992249053698,-0.421048362610495,-0.60513362606556,1.20503867443661,-0.634679418468602,-1.0189552531723,1.00303260189944,-0.982498689857284
